Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,componentnumber,strongcompnum,pageranks,clustering,eigencentrality,modularity_class
2242,,,15,6,21,15,6,21,6,0.287356,0.378,608.683333,0.081124,0.114253,0,1529,0.000475,0.133333,0.062182,54
2243,,,3,6,9,3,6,9,4,0.512821,0.6125,33.916667,0.005558,0.123784,0,1530,0.000192,0.166667,0.001994,54
2244,,,11,6,17,11,6,17,8,0.237885,0.362169,288.15119,0.040845,0.075432,0,1531,0.000373,0.136029,0.045976,54
2245,,,0,7,7,0,7,7,5,0.432836,0.545402,0,0,0.00008,0,1533,0.000128,0.02381,0,92
501,,,2,0,2,2,0,2,0,0,0,0,0.000313,0,0,1532,0.000156,0,0.000752,92
2246,,,9,7,16,9,7,16,6,0.316901,0.433333,526.666667,0.01269,0.125157,0,1534,0.000621,0.0875,0.023858,54
2247,,,2,1,3,2,1,3,2,0.666667,0.75,0,0.000014,0.000001,0,1535,0.000164,0.333333,0.003746,125
2250,,,1,2,3,1,2,3,2,0.75,0.833333,1,0.000001,0.001421,0,1536,0.000223,0,0.001188,16
2251,,,1,2,3,1,2,3,2,0.75,0.833333,1,0.000097,0.000021,0,1536,0.000223,0,0.001188,16
2252,,,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,1537,0.000128,0,0,135
2253,,,2,1,3,2,1,3,1,1,1,0,0.000008,0.000006,0,1538,0.00017,0.5,0.001185,19
2254,,,1,1,2,1,1,2,2,0.666667,0.75,1,0,0.000139,0,1539,0.000182,0,0.000376,119
2255,,,2,1,3,2,1,3,3,0.5,0.566667,105,0,0,0,1540,0.000214,0.166667,0.008772,127
2256,,,0,1,1,0,1,1,1,1,1,0,0,0,72,1542,0.000128,0,0,71
125,,,1,0,1,1,0,1,0,0,0,0,0,0,72,1541,0.000237,0,0.000376,71
2257,,,14,6,20,14,6,20,2,0.75,0.833333,48.616667,0,0,0,1543,0.000489,0.160526,0.032949,48
2259,,,1,2,3,1,2,3,4,0.4375,0.559524,7,0,0.000015,0,1469,0.000245,0,0.004154,118
2260,,,0,5,5,0,5,5,3,0.53125,0.617647,0,0,0.000609,0,1544,0.000128,0,0,16
2263,,,5,6,11,5,6,11,4,0.514286,0.625,13.983333,0.041226,0.145992,0,1545,0.000227,0.263636,0.010553,54
2264,,,2,1,3,2,1,3,1,1,1,0,0.000003,0,0,1546,0.000186,0.333333,0.001185,136
2265,,,0,1,1,0,1,1,1,1,1,0,0,0,73,1548,0.000128,0,0,72
1672,,,1,0,1,1,0,1,0,0,0,0,0,0,73,1547,0.000237,0,0.000376,72
2266,,,0,3,3,0,3,3,5,0.365854,0.468889,0,0,0.062324,0,1550,0.000128,0,0,54
908,,,1,0,1,1,0,1,0,0,0,0,0.004243,0,0,1549,0.000164,0,0.000376,54
2267,,,2,2,4,2,2,4,1,1,1,10,0,0,0,1553,0.000263,0,0.002301,67
784,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1552,0.00024,0,0.002085,67
921,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1551,0.00024,0,0.002085,67
2268,,,1,1,2,1,1,2,2,0.666667,0.75,1,0,0.000139,0,1554,0.000182,0,0.000376,119
2269,,,1,1,2,1,1,2,1,1,1,0,0,0,74,1555,0.000853,0,0.001188,73
2270,,,1,1,2,1,1,2,1,1,1,0,0,0,74,1555,0.000853,0,0.001188,73
2271,,,1,1,2,1,1,2,1,1,1,1,0,0,0,1556,0.000237,0,0.000376,84
2272,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,1557,0.000128,0,0,84
2273,,,0,2,2,0,2,2,3,0.538462,0.619048,0,0,0,0,1560,0.000128,0.5,0,48
2294,,,1,3,4,1,3,4,3,0.6,0.722222,1.5,0,0,0,1559,0.000182,0.166667,0.000376,48
2277,,,4,4,8,4,4,8,3,0.6,0.703704,29.866667,0,0,0,1561,0.000279,0.196429,0.017279,48
2278,,,1,4,5,1,4,5,3,0.483871,0.577778,1,0,0,0,1563,0.000155,0.2,0.000376,74
991,,,7,0,7,7,0,7,0,0,0,0,0,0,0,1562,0.000508,0.071429,0.003931,74
2279,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,4,1564,0.000128,0,0,1
2281,,,0,2,2,0,2,2,2,0.625,0.7,0,0,0,0,1565,0.000128,0.5,0,130
2285,,,1,8,9,1,8,9,2,0.7,0.785714,5.5,0,0,0,1566,0.000155,0.194444,0.000376,92
2286,,,0,4,4,0,4,4,3,0.483871,0.577778,0,0,0.000007,0,1567,0.000128,0.083333,0,135
2287,,,4,1,5,4,1,5,1,1,1,6,0.00004,0,0,1569,0.000309,0.05,0.002803,136
381,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1568,0.000445,0,0.003232,135
2288,,,3,3,6,3,3,6,2,0.714286,0.8,25,0,0,0,1571,0.00028,0,0.00181,125
1346,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1570,0.000207,0,0.00202,125
2289,,,2,1,3,2,1,3,2,0.6,0.666667,6,0,0,0,1572,0.000322,0.166667,0.001185,83
2290,,,11,1,12,11,1,12,2,0.571429,0.625,64,0.009141,0.000013,0,1573,0.00045,0.015152,0.007327,92
2291,,,2,2,4,2,2,4,1,1,1,3,0.000002,0,0,1575,0.000201,0.083333,0.000752,16
762,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1574,0.000213,0,0.001242,16
2292,,,0,1,1,0,1,1,1,1,1,0,0,0,75,1577,0.000128,0,0,75
386,,,2,0,2,2,0,2,0,0,0,0,0,0,75,1576,0.000346,0,0.000752,75
986,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1558,0.00018,0,0.000809,48
2295,,,1,3,4,1,3,4,3,0.6,0.722222,6,0,0,0,1578,0.000164,0,0.000376,136
2296,,,3,3,6,3,3,6,2,0.714286,0.8,10,0.000031,0.000006,0,1579,0.000208,0.166667,0.001127,83
2297,,,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,1580,0.000128,0,0,83
2298,,,2,1,3,2,1,3,5,0.313725,0.359375,59.166667,0.000045,0.000004,0,1581,0.000201,0,0.000752,16
2299,,,2,2,4,2,2,4,1,1,1,3,0,0,0,1584,0.000226,0.166667,0.001185,124
750,,,5,0,5,5,0,5,0,0,0,0,0,0,0,1583,0.000574,0.1,0.004295,130
1818,,,3,0,3,3,0,3,0,0,0,0,0,0,0,1582,0.000323,0.333333,0.002676,124
2301,,,2,5,7,2,5,7,5,0.421053,0.527083,368.683333,0.008325,0.000931,0,1586,0.00024,0.02381,0.009141,16
906,,,2,0,2,2,0,2,0,0,0,0,0.006062,0,0,1585,0.000184,0.5,0.005581,16
2302,,,2,7,9,2,7,9,6,0.325444,0.414848,156.542857,0.000267,0.005078,0,1587,0.000193,0.069444,0.003167,16
2303,,,0,1,1,0,1,1,1,1,1,0,0,0,76,1589,0.000128,0,0,76
1444,,,1,0,1,1,0,1,0,0,0,0,0,0,76,1588,0.000237,0,0.000376,76
2304,,,0,3,3,0,3,3,3,0.521739,0.597222,0,0,0.003369,0,1590,0.000128,0,0,16
2306,,,3,1,4,3,1,4,1,1,1,0,0,0.000001,0,1591,0.000207,0.25,0.001127,67
2309,,,1,4,5,1,4,5,2,0.666667,0.75,8,0,0.000001,0,1592,0.000237,0.1,0.000376,62
2310,,,2,5,7,2,5,7,6,0.275,0.35947,3.5,0.014092,0.124637,0,1593,0.000174,0.166667,0.002485,54
2312,,,2,4,6,2,4,6,5,0.377778,0.492157,0,0.025505,0.11441,0,1594,0.000151,0.3,0.002918,54
2313,,,0,4,4,0,4,4,4,0.484848,0.578125,0,0,0.112714,0,1595,0.000128,0.25,0,54
2316,,,7,2,9,7,2,9,5,0.342105,0.425641,17.516667,0.013279,0.060444,0,1596,0.00036,0.083333,0.018729,54
2317,,,1,2,3,1,2,3,2,0.6,0.666667,3,0,0,0,1597,0.000155,0.166667,0.000376,48
2318,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,35,1598,0.000128,0.5,0,77
2321,,,4,3,7,4,3,7,2,0.8,0.875,18,0.00003,0.000002,0,1600,0.000357,0.047619,0.002803,82
553,,,3,0,3,3,0,3,0,0,0,0,0,0,0,1599,0.000365,0,0.003608,82
2322,,,0,1,1,0,1,1,1,1,1,0,0,0,77,1602,0.000128,0,0,78
514,,,1,0,1,1,0,1,0,0,0,0,0,0,77,1601,0.000237,0,0.000376,78
2325,,,0,2,2,0,2,2,2,0.666667,0.75,0,0,0,12,1604,0.000128,0,0,80
799,,,2,0,2,2,0,2,0,0,0,0,0,0,12,1603,0.000196,0,0.000752,80
2326,,,1,3,4,1,3,4,1,1,1,3,0,0,1,1605,0.000182,0.083333,0.000376,79
2328,,,0,8,8,0,8,8,1,1,1,0,0,0,12,1606,0.000128,0.107143,0,80
2330,,,1,1,2,1,1,2,2,0.6,0.666667,0,0,0,0,1607,0.000155,0.5,0.000376,118
2331,,,1,4,5,1,4,5,3,0.535714,0.611111,4,0,0,0,1609,0.000164,0.1,0.000376,74
1267,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1608,0.000163,0,0.000809,74
2332,,,0,1,1,0,1,1,3,0.5,0.566667,0,0,0,0,1610,0.000128,0,0,48
2333,,,0,2,2,0,2,2,1,1,1,0,0,0,78,1613,0.000128,0,0,81
1569,,,2,0,2,2,0,2,0,0,0,0,0,0,78,1612,0.000291,0,0.000752,81
2026,,,1,0,1,1,0,1,0,0,0,0,0,0,78,1611,0.000182,0,0.000376,81
2334,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1615,0.000128,0,0,112
412,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1614,0.000182,0,0.000376,112
2336,,,4,5,9,4,5,9,2,0.857143,0.916667,15,0.000053,0.000009,0,1618,0.000238,0.083333,0.001937,118
1104,,,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,1617,0.000168,0,0.002358,118
2059,,,3,0,3,3,0,3,0,0,0,0,0.000001,0,0,1616,0.000238,0,0.00311,67
2337,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,0,1619,0.000128,0,0,82
2338,,,1,2,3,1,2,3,1,1,1,2,0,0.000003,0,1621,0.000164,0,0.000376,124
55,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1620,0.000198,0,0.000809,124
2339,,,3,3,6,3,3,6,4,0.392157,0.475,58.066667,0,0,0,1622,0.000183,0.166667,0.002427,112
2340,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1623,0.000128,0.5,0,125
2341,,,2,1,3,2,1,3,1,1,1,0,0.000045,0.000003,0,1625,0.00018,0.333333,0.000752,92
1744,,,4,0,4,4,0,4,0,0,0,0,0.000046,0,0,1624,0.000441,0.166667,0.00237,92
2343,,,2,6,8,2,6,8,2,0.6875,0.772727,15.5,0.000003,0.000014,0,1626,0.000152,0.089286,0.001618,92
2344,,,1,4,5,1,4,5,2,0.833333,0.9,1.333333,0,0,0,1629,0.000155,0.15,0.000376,118
130,,,3,0,3,3,0,3,0,0,0,0,0,0,0,1628,0.000389,0.166667,0.001994,118
801,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1627,0.000435,0,0.002918,118
2346,,,1,2,3,1,2,3,1,1,1,2,0,0,0,1630,0.000182,0.166667,0.000376,92
2348,,,0,2,2,0,2,2,1,1,1,0,0,0.000005,0,1631,0.000128,0,0,136
2351,,,1,6,7,1,6,7,3,0.566667,0.656863,11,0,0.000007,0,1632,0.000155,0.047619,0.000376,83
2352,,,0,4,4,0,4,4,3,0.460317,0.517241,0,0,0.000008,0,1633,0.000128,0.083333,0,136
2353,,,2,2,4,2,2,4,2,0.75,0.833333,4.5,0.004329,0.000002,0,1634,0.00016,0.083333,0.000752,83
2354,,,0,5,5,0,5,5,2,0.857143,0.916667,0,0,0,0,1635,0.000128,0.15,0,84
2355,,,0,8,8,0,8,8,4,0.538462,0.65873,0,0,0.000133,0,1636,0.000128,0.125,0,16
2356,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1637,0.000128,0,0,124
2357,,,1,4,5,1,4,5,5,0.337349,0.417857,2.333333,0.00078,0.062308,0,1638,0.00015,0.15,0.000376,54
2358,,,0,1,1,0,1,1,1,1,1,0,0,0,71,1639,0.000128,0,0,70
2359,,,1,1,2,1,1,2,1,1,1,0,0,0,0,1640,0.000164,0.5,0.000376,130
2360,,,4,3,7,4,3,7,3,0.529412,0.62963,106,0.002118,0.000175,0,1642,0.000409,0.095238,0.012878,19
1612,,,1,0,1,1,0,1,0,0,0,0,0.000012,0,0,1641,0.000244,0,0.006821,19
2361,,,4,1,5,4,1,5,2,0.666667,0.75,2,0,0,0,1643,0.000329,0.2,0.003052,49
2362,,,2,2,4,2,2,4,2,0.75,0.833333,1,0,0,0,1644,0.000178,0.333333,0.000752,49
2365,,,0,3,3,0,3,3,2,0.615385,0.6875,0,0,0.000024,0,1645,0.000128,0.333333,0,19
2366,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1648,0.000128,0,0,130
1067,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1647,0.000182,0,0.000376,130
1945,,,3,0,3,3,0,3,0,0,0,0,0,0,0,1646,0.000264,0,0.001127,130
2369,,,8,2,10,8,2,10,2,0.75,0.833333,13.833333,0,0.000001,0,1649,0.000595,0.077778,0.007042,127
2370,,,1,1,2,1,1,2,1,1,1,1,0,0,0,1650,0.00015,0,0.000376,82
2372,,,1,2,3,1,2,3,3,0.5,0.611111,0.5,0,0,0,1651,0.000146,0.333333,0.000376,136
2373,,,2,2,4,2,2,4,1,1,1,1,0,0,0,1652,0.000219,0.25,0.000752,74
2374,,,0,3,3,0,3,3,1,1,1,0,0,0,0,1653,0.000128,0.333333,0,74
2375,,,0,3,3,0,3,3,1,1,1,0,0,0,0,1654,0.000128,0.166667,0,48
2377,,,1,1,2,1,1,2,2,0.666667,0.75,1,0,0,0,1655,0.00019,0,0.000809,82
2379,,,1,3,4,1,3,4,2,0.8,0.875,3,0,0,0,1658,0.000182,0.083333,0.000376,74
292,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1657,0.00018,0,0.000809,74
1359,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1656,0.000234,0.5,0.001185,74
2380,,,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,1659,0.000128,0,0,82
2381,,,3,2,5,3,2,5,1,1,1,5,0,0,0,1660,0.000295,0.05,0.001127,82
2383,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1661,0.000128,0,0,48
2384,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1664,0.000128,0,0,97
513,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1663,0.000182,0,0.000376,97
1948,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1662,0.000237,0,0.000752,97
2385,,,2,1,3,2,1,3,1,1,1,2,0,0,0,1665,0.000221,0.166667,0.001185,112
2386,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,1666,0.000128,0,0,48
2388,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,1667,0.000128,0,0,82
2389,,,0,4,4,0,4,4,1,1,1,0,0,0,0,1669,0.000128,0,0,74
1074,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1668,0.000155,0,0.000376,74
2390,,,1,3,4,1,3,4,2,0.8,0.875,4,0,0,0,1670,0.000171,0.166667,0.002174,48
2391,,,0,1,1,0,1,1,1,1,1,0,0,0,56,1671,0.000128,0,0,53
2392,,,0,1,1,0,1,1,1,1,1,0,0,0,27,1672,0.000128,0,0,20
2393,,,0,4,4,0,4,4,4,0.425532,0.5125,0,0,0.000001,0,1673,0.000128,0,0,125
2394,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1675,0.000128,0,0,112
148,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1674,0.000306,0,0.005417,112
2395,,,1,4,5,1,4,5,3,0.588235,0.683333,5,0.000001,0.000002,0,1676,0.000136,0.05,0.000376,125
2396,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000005,0,1677,0.000128,0,0,136
2397,,,1,2,3,1,2,3,1,1,1,0.5,0.000001,0,0,1678,0.000144,0.333333,0.000376,83
2398,,,2,1,3,2,1,3,1,1,1,0,0.000001,0.000007,0,1680,0.000198,0.333333,0.000752,136
1960,,,9,0,9,9,0,9,0,0,0,0,0.000105,0,0,1679,0.000679,0.027778,0.004931,136
2399,,,1,4,5,1,4,5,4,0.5,0.641667,3,0,0,0,1682,0.000141,0.2,0.001242,124
1282,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1681,0.000158,0,0.001307,124
2400,,,0,3,3,0,3,3,4,0.470588,0.546875,0,0,0,0,1683,0.000128,0.166667,0,92
2401,,,1,1,2,1,1,2,3,0.473684,0.518519,0,0,0,0,1684,0.000182,0.5,0.000376,125
2402,,,2,3,5,2,3,5,3,0.625,0.766667,0.833333,0,0,0,1685,0.000195,0.3,0.002052,105
2403,,,1,3,4,1,3,4,2,0.666667,0.75,0.333333,0,0.000001,0,1686,0.000146,0.25,0.000376,83
2404,,,8,16,24,8,16,24,5,0.574074,0.726882,266.47619,0.000262,0.000041,0,1688,0.000292,0.04529,0.005238,92
64,,,1,0,1,1,0,1,0,0,0,0,0.000003,0,0,1687,0.000144,0,0.005029,92
2405,,,4,6,10,4,6,10,3,0.727273,0.854167,37.5,0,0.000003,0,1690,0.000391,0.022222,0.001937,127
7,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1689,0.000238,0,0.002734,127
2408,,,1,1,2,1,1,2,2,0.571429,0.625,0,0.000001,0,0,1691,0.000146,0.5,0.000376,136
2409,,,3,1,4,3,1,4,1,1,1,1,0.00107,0.000001,0,1693,0.000215,0.166667,0.004713,16
917,,,4,0,4,4,0,4,0,0,0,0,0.000019,0,0,1692,0.000436,0.25,0.012808,16
2410,,,1,6,7,1,6,7,5,0.355932,0.442063,42,0,0.000032,0,1694,0.000237,0.190476,0.000376,19
2411,,,2,4,6,2,4,6,5,0.377778,0.492157,9,0.00985,0.11441,0,1695,0.000193,0.2,0.00255,54
2412,,,1,1,2,1,1,2,2,0.666667,0.75,1,0,0,43,1696,0.000182,0,0.000376,35
2413,,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000619,0,1697,0.000128,0,0,119
2414,,,0,1,1,0,1,1,6,0.326531,0.397917,0,0,0,0,1698,0.000128,0,0,125
2417,,,3,7,10,3,7,10,3,0.5,0.583333,87.666667,0.000232,0.001349,0,1699,0.000204,0.1,0.002427,16
2420,,,9,7,16,9,7,16,2,0.733333,0.818182,110.266667,0.000008,0.000007,0,1701,0.000465,0.05,0.01055,83
43,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1700,0.000184,0,0.007893,83
2421,,,1,3,4,1,3,4,2,0.636364,0.714286,5.5,0.000307,0.000138,0,1702,0.00014,0.166667,0.000376,16
2422,,,2,4,6,2,4,6,5,0.372549,0.479825,2.666667,0.017279,0.067688,0,1703,0.000158,0.333333,0.003986,54
2424,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1705,0.000128,0,0,82
1617,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1704,0.000273,0,0.000752,82
2426,,,0,4,4,0,4,4,1,1,1,0,0,0.000011,0,1706,0.000128,0,0,44
2427,,,1,1,2,1,1,2,1,1,1,1,0,0,0,1707,0.000182,0,0.000376,130
2428,,,3,2,5,3,2,5,1,1,1,6,0,0,0,1709,0.000302,0.1,0.001994,112
841,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1708,0.000257,0,0.002174,112
2431,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1710,0.000128,0.5,0,131
2432,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000001,0,1711,0.000128,0,0,87
2433,,,2,3,5,2,3,5,1,1,1,4,0,0,0,1712,0.000186,0.15,0.000752,44
2434,,,5,3,8,5,3,8,3,0.52381,0.606061,41.833333,0,0,0,1713,0.000345,0.071429,0.002746,112
2435,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,0,1714,0.000128,0,0,62
2436,,,2,2,4,2,2,4,2,0.75,0.833333,0.833333,0,0,0,1715,0.000182,0.25,0.000752,118
2438,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1716,0.000128,0,0,125
2439,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,0,1717,0.000128,0.5,0,130
2440,,,0,1,1,0,1,1,3,0.5,0.566667,0,0,0,0,1718,0.000128,0,0,112
2441,,,0,4,4,0,4,4,4,0.529412,0.675926,0,0,0,0,1719,0.000128,0.083333,0,82
2442,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,0,1720,0.000128,0,0,44
2443,,,0,3,3,0,3,3,4,0.458333,0.568182,0,0,0,0,1721,0.000128,0.166667,0,118
2444,,,1,1,2,1,1,2,2,0.666667,0.75,2,0,0,0,1722,0.000237,0,0.000376,136
2445,,,0,3,3,0,3,3,2,0.714286,0.8,0,0,0.000232,0,1724,0.000128,0,0,87
1465,,,2,0,2,2,0,2,0,0,0,0,0.001678,0,0,1723,0.000204,0,0.002734,87
2447,,,1,2,3,1,2,3,4,0.428571,0.527778,0,0.000011,0.000001,0,1726,0.000161,0.5,0.001188,16
2448,,,1,5,6,1,5,6,3,0.642857,0.759259,6,0,0.000167,0,1726,0.000197,0.25,0.001188,16
2449,,,2,2,4,2,2,4,4,0.411765,0.535714,1,0.000011,0.000002,0,1725,0.00023,0.416667,0.002377,16
2453,,,6,6,12,6,6,12,4,0.472727,0.560897,217.166667,0.008052,0.000035,0,1728,0.00026,0.060606,0.005288,136
1645,,,1,0,1,1,0,1,0,0,0,0,0.000002,0,0,1727,0.000165,0,0.004719,136
2454,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1729,0.000128,0,0,125
2456,,,1,3,4,1,3,4,2,0.8,0.875,1,0.004754,0.000671,0,1730,0.00014,0.25,0.000376,125
2457,,,4,1,5,4,1,5,1,1,1,10,0.000032,0,0,1731,0.000266,0,0.004352,136
2458,,,2,1,3,2,1,3,1,1,1,2,0.000001,0,0,1733,0.000201,0.166667,0.001185,125
1919,,,3,0,3,3,0,3,0,0,0,0,0,0,0,1732,0.000408,0.166667,0.002243,125
2461,,,3,1,4,3,1,4,1,1,1,0.5,0,0,0,1735,0.000225,0.166667,0.001127,84
722,,,5,0,5,5,0,5,0,0,0,0,0,0,0,1734,0.00055,0.1,0.003612,84
2465,,,0,6,6,0,6,6,4,0.555556,0.672222,0,0,0.000031,0,1737,0.000128,0.166667,0,19
2364,,,2,0,2,2,0,2,0,0,0,0,0.000005,0,0,1736,0.000164,0,0.000752,19
2466,,,0,5,5,0,5,5,5,0.414634,0.557843,0,0,0.000012,0,1739,0.000128,0.1,0,92
536,,,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,1738,0.00015,0,0.000376,92
2467,,,0,1,1,0,1,1,1,1,1,0,0,0,79,1741,0.000128,0,0,121
795,,,3,0,3,3,0,3,0,0,0,0,0,0,79,1740,0.0004,0,0.001127,121
2468,,,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,1742,0.000128,0,0,125
2469,,,0,1,1,0,1,1,1,1,1,0,0,0,80,1744,0.000128,0,0,85
2240,,,1,0,1,1,0,1,0,0,0,0,0,0,80,1743,0.000237,0,0.000376,85
2472,,,1,4,5,1,4,5,3,0.5625,0.685185,6,0,0,0,1746,0.000164,0.15,0.000376,136
966,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1745,0.000163,0,0.000809,136
2474,,,0,2,2,0,2,2,3,0.5,0.595238,0,0,0,0,1747,0.000128,0,0,125
2475,,,1,3,4,1,3,4,4,0.444444,0.59375,8,0,0,0,1748,0.000164,0.083333,0.000376,92
2477,,,0,6,6,0,6,6,7,0.256983,0.376967,0,0,0.153637,0,1749,0.000128,0.3,0,54
2479,,,0,3,3,0,3,3,2,0.8,0.875,0,0,0,0,1750,0.000128,0.166667,0,124
2480,,,0,2,2,0,2,2,1,1,1,0,0,0,0,1751,0.000128,0.5,0,125
2481,,,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.000349,0,1752,0.000128,0,0,136
2482,,,0,3,3,0,3,3,2,0.6,0.666667,0,0,0.000007,0,1753,0.000128,0.166667,0,92
2483,,,1,2,3,1,2,3,1,1,1,2,0,0,0,1756,0.000182,0,0.000376,130
1215,,,1,0,1,1,0,1,0,0,0,0,0,0,0,1755,0.000206,0,0.000809,130
1340,,,2,0,2,2,0,2,0,0,0,0,0,0,0,1754,0.00026,0,0.001185,130
2484,,,2,2,4,2,2,4,3,0.428571,0.518519,16,0,0.000001,0,1757,0.00021,0,0.000752,19
2486,,,0,9,9,0,9,9,6,0.340278,0.467687,0,0,0.004511,0,1758,0.000128,0.041667,0,54
2487,,,0,11,11,0,11,11,4,0.458824,0.574786,0,0,0.000217,0,1759,0.000128,0.081818,0,16
2488,,,0,5,5,0,5,5,3,0.488889,0.568182,0,0,0.00006,0,1760,0.000128,0.3,0,19
2489,,,0,3,3,0,3,3,3,0.583333,0.690476,0,0,0.000003,0,1761,0.000128,0.333333,0,83
2490,,,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,1762,0.000128,0,0,92
2495,,,2,4,6,2,4,6,5,0.388889,0.489683,39.833333,0.000164,0.00087,0,1764,0.000191,0.066667,0.000752,54
2676,,,1,6,7,1,6,7,4,0.514286,0.625,38,0.000059,0.143815,0,1763,0.000169,0.214286,0.001242,54
2496,,,0,1,1,0,1,1,1,1,1,0,0,0,81,1766,0.000128,0,0,86
1739,,,1,0,1,1,0,1,0,0,0,0,0,0,81,1765,0.000237,0,0.000376,86
2497,,,0,2,2,0,2,2,1,1,1,0,0,0.000001,0,1767,0.000128,0.5,0,87
2501,,,0,1,1,0,1,1,1,1,1,0,0,0,82,1769,0.000128,0,0,88
2500,,,1,0,1,1,0,1,0,0,0,0,0,0,82,1768,0.000237,0,0.000376,88
2503,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000001,0,1770,0.000128,0.5,0,127
2504,,,1,3,4,1,3,4,2,0.8,0.875,2,0,0,0,1771,0.000155,0.25,0.000376,49
2505,,,0,1,1,0,1,1,1,1,1,0,0,0,83,1773,0.000128,0,0,89
2697,,,1,0,1,1,0,1,0,0,0,0,0,0,83,1772,0.000237,0,0.000376,89
2509,,,0,1,1,0,1,1,1,1,1,0,0,0,0,1775,0.000128,0,0,125
2762,,,2,0,2,2,0,2,0,0,0,0,0.000001,0,0,1774,0.000264,0,0.000752,125
2511,,,0,4,4,0,4,4,8,0.245161,0.324248,0,0,0.012153,0,1784,0.000128,0.25,0,54
2829,,,7,5,12,7,5,12,7,0.255102,0.339714,226.15,0.017516,0.013335,0,1783,0.000323,0.143939,0.012252,54
2513,,,1,5,6,1,5,6,7,0.278107,0.376646,0.5,0.000001,0.00001,0,1785,0.00014,0.3,0.000376,67
2516,,,0,4,4,0,4,4,3,0.583333,0.738095,0,0,0,0,1786,0.000128,0.25,0,48
2518,,,0,2,2,0,2,2,1,1,1,0,0,0,13,1787,0.000128,0.5,0,90
2519,,,1,1,2,1,1,2,1,1,1,1,0,0,0,1789,0.000144,0,0.000376,62
150,,,4,0,4,4,0,4,0,0,0,0,0,0,0,1788,0.000422,0,0.001937,62
2520,,,1,1,2,1,1,2,3,0.45,0.5,9,0,0,0,1791,0.00015,0,0.000376,48
2847,,,2,5,7,2,5,7,2,0.727273,0.8125,23.333333,0,0,0,1790,0.000282,0.095238,0.001185,112
2521,,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,63,1792,0.000128,1,0,91
